Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A757054,2017-08-29 13:15:00,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2017-08-29 00:00:00,8/29/2017 0:00,8/14/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,-1 days +10:45:00.000000000
A757055,2017-08-29 13:15:00,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2017-08-29 00:00:00,8/29/2017 0:00,8/14/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,-1 days +10:45:00.000000000
A757056,2017-08-29 13:15:00,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2017-08-29 00:00:00,8/29/2017 0:00,8/14/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,-1 days +10:45:00.000000000
A757062,2017-08-29 13:53:00,8/29/2017 13:53,6801 East Riverside in Austin (TX),Stray,Normal,Intact Male,3 days,,2017-08-29 00:00:00,8/29/2017 0:00,8/26/2017,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue/White,-1 days +10:07:00.000000000
A757067,2017-08-29 14:56:00,8/29/2017 14:56,7201 Levander Loop in Austin (TX),Wildlife,Injured,Unknown,2 years,,2017-08-29 00:00:00,8/29/2017 0:00,8/29/2015,Transfer,Partner,Bird,Unknown,2 years,Grackle Mix,Black,-1 days +09:04:00.000000000
A757233,2017-08-31 15:57:00,8/31/2017 15:57,2200 Willow Creek Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2017-08-31 00:00:00,8/31/2017 0:00,8/9/2017,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Medium Hair Mix,Black,-1 days +08:03:00.000000000
A757234,2017-08-31 15:57:00,8/31/2017 15:57,2200 Willow Creek Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2017-08-31 00:00:00,8/31/2017 0:00,8/9/2017,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Medium Hair Mix,Black,-1 days +08:03:00.000000000
A757236,2017-08-31 15:57:00,8/31/2017 15:57,2200 Willow Creek Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2017-08-31 00:00:00,8/31/2017 0:00,8/9/2017,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Medium Hair Mix,Black,-1 days +08:03:00.000000000
A757464,2017-09-02 20:42:00,9/2/2017 20:42,8400 Jamestown Dr in Austin (TX),Stray,Injured,Intact Male,2 years,,2017-09-02 00:00:00,9/2/2017 0:00,9/2/2015,Euthanasia,At Vet,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,-1 days +03:18:00.000000000
A757613,2017-09-04 14:21:00,9/4/2017 14:21,6105 Jacqueline Ln in Austin (TX),Stray,Sick,Intact Male,2 weeks,,2017-09-04 08:50:00,9/4/2017 8:50,8/20/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +18:29:00.000000000
A757614,2017-09-04 14:21:00,9/4/2017 14:21,6105 Jacqueline Ln in Austin (TX),Stray,Sick,Intact Male,2 weeks,,2017-09-04 08:50:00,9/4/2017 8:50,8/20/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Flame Point,-1 days +18:29:00.000000000
A757615,2017-09-04 14:21:00,9/4/2017 14:21,6105 Jacqueline Ln in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2017-09-04 08:51:00,9/4/2017 8:51,8/20/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,-1 days +18:30:00.000000000
A757616,2017-09-04 14:21:00,9/4/2017 14:21,6105 Jacqueline Ln in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2017-09-04 00:00:00,9/4/2017 0:00,8/20/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White,-1 days +09:39:00.000000000
A757618,2017-09-04 14:21:00,9/4/2017 14:21,6105 Jacqueline Ln in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2017-09-04 08:51:00,9/4/2017 8:51,8/20/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,-1 days +18:30:00.000000000
A757652,2017-09-04 16:23:00,9/4/2017 16:23,Outside Jurisdiction,Public Assist,Normal,Intact Male,3 years,146,2017-09-04 11:01:00,9/4/2017 11:01,2/14/2014,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,-1 days +18:38:00.000000000
A757689,2017-09-05 11:54:00,9/5/2017 11:54,Maiden And Guadalupe in Austin (TX),Stray,Normal,Intact Male,3 years,Blue,2017-09-05 09:59:00,9/5/2017 9:59,9/5/2014,Return to Owner,,Dog,Intact Male,3 years,German Shepherd Mix,Brown/Tan,-1 days +22:05:00.000000000
A757794,2017-09-06 16:03:00,9/6/2017 16:03,8516 Brooksfield Drive in Austin (TX),Stray,Other,Intact Female,1 week,,2017-09-06 14:00:00,9/6/2017 14:00,8/30/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,-1 days +21:57:00.000000000
A757795,2017-09-06 16:03:00,9/6/2017 16:03,8516 Brooksfield Drive in Austin (TX),Stray,Other,Intact Female,1 week,,2017-09-06 14:00:00,9/6/2017 14:00,8/30/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,-1 days +21:57:00.000000000
A757797,2017-09-06 16:03:00,9/6/2017 16:03,8516 Brooksfield Drive in Austin (TX),Stray,Other,Intact Female,1 week,,2017-09-06 14:00:00,9/6/2017 14:00,8/30/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico,-1 days +21:57:00.000000000
A757798,2017-09-06 16:03:00,9/6/2017 16:03,8516 Brooksfield Drive in Austin (TX),Stray,Other,Intact Male,1 week,,2017-09-06 14:00:00,9/6/2017 14:00,8/30/2017,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black,-1 days +21:57:00.000000000
A758007,2017-09-10 10:54:00,9/10/2017 10:54,7332 Colony Park Dr in Austin (TX),Stray,Normal,Intact Male,1 week,,2017-09-10 00:00:00,9/10/2017 0:00,9/3/2017,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Cream Tabby,-1 days +13:06:00.000000000
A758008,2017-09-10 10:54:00,9/10/2017 10:54,7332 Colony Park Dr in Austin (TX),Stray,Normal,Intact Female,1 week,,2017-09-10 00:00:00,9/10/2017 0:00,9/3/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue Tabby,-1 days +13:06:00.000000000
A758163,2017-09-12 11:47:00,9/12/2017 11:47,10620 Lanshire in Austin (TX),Stray,Sick,Intact Female,4 months,,2017-09-12 00:00:00,9/12/2017 0:00,5/5/2017,Transfer,Partner,Dog,Intact Female,4 months,Golden Retriever Mix,Brown,-1 days +12:13:00.000000000
A758400,2017-09-16 07:33:00,9/16/2017 7:33,Slaughter Ln in Austin (TX),Stray,Normal,Unknown,1 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,9/6/2017,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Medium Hair Mix,Calico,-1 days +16:27:00.000000000
A758426,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White,-1 days +08:43:00.000000000
A758427,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White,-1 days +08:43:00.000000000
A758428,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White,-1 days +08:43:00.000000000
A758429,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +08:43:00.000000000
A758430,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +08:43:00.000000000
A758431,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +08:43:00.000000000
A758432,2017-09-16 15:17:00,9/16/2017 15:17,11601 Argonne Forest in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2017-09-16 00:00:00,9/16/2017 0:00,8/16/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +08:43:00.000000000
A758700,2017-09-20 10:48:00,9/20/2017 10:48,Salughter And Brodie in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2017-09-20 00:00:00,9/20/2017 0:00,8/29/2017,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White,-1 days +13:12:00.000000000
A759180,2017-09-28 13:22:00,9/28/2017 13:22,4700 Sunset Trail in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-09-28 00:00:00,9/28/2017 0:00,8/28/2017,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,-1 days +10:38:00.000000000
A759181,2017-09-28 13:22:00,9/28/2017 13:22,4700 Sunset Trail in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2017-09-28 00:00:00,9/28/2017 0:00,8/28/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,-1 days +10:38:00.000000000
A759269,2017-09-29 18:00:00,9/29/2017 18:00,15010 Fm 812 in Del Valle (TX),Stray,Normal,Unknown,4 weeks,,2017-09-29 00:00:00,9/29/2017 0:00,8/29/2017,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +06:00:00.000000000
A759270,2017-09-29 18:00:00,9/29/2017 18:00,15010 Fm 812 in Del Valle (TX),Stray,Normal,Unknown,4 weeks,,2017-09-29 00:00:00,9/29/2017 0:00,8/29/2017,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +06:00:00.000000000
A759594,2017-10-04 12:31:00,10/4/2017 12:31,305 Chaparral Road in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2017-10-04 00:00:00,10/4/2017 0:00,9/16/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black,-1 days +11:29:00.000000000
A759642,2017-10-05 11:09:00,10/5/2017 11:09,300 K St in Austin (TX),Stray,Normal,Unknown,1 week,,2017-10-05 00:00:00,10/5/2017 0:00,9/28/2017,Transfer,Partner,Cat,Unknown,1 week,American Shorthair Mix,Brown Tabby/White,-1 days +12:51:00.000000000
A759829,2017-10-08 11:04:00,10/8/2017 11:04,11567 Sundown Trail in Austin (TX),Stray,Normal,Neutered Male,7 years,Drew,2017-10-08 09:36:00,10/8/2017 9:36,10/8/2010,Return to Owner,,Dog,Neutered Male,7 years,Rat Terrier Mix,White/Black,-1 days +22:32:00.000000000
A759972,2017-10-10 15:56:00,10/10/2017 15:56,East Stassney Lane And Teri Road in Austin (TX),Stray,Normal,Intact Male,12 years,,2017-10-10 15:00:00,10/10/2017 15:00,10/10/2005,Euthanasia,Suffering,Dog,Intact Male,12 years,German Shepherd Mix,Brown/Black,-1 days +23:04:00.000000000
A760165,2017-10-13 17:21:00,10/13/2017 17:21,East Riverside And Hoeke Lane in Austin (TX),Stray,Normal,Intact Female,1 week,,2017-10-13 00:00:00,10/13/2017 0:00,10/6/2017,Transfer,Partner,Cat,Intact Female,1 week,American Shorthair Mix,Gray/Gray,-1 days +06:39:00.000000000
A760219,2017-10-14 15:42:00,10/14/2017 15:42,12809 Dwight Eisenhower Street in Manor (TX),Stray,Normal,Intact Male,1 month,,2017-10-14 00:00:00,10/14/2017 0:00,8/14/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever Mix,Chocolate/Tan,-1 days +08:18:00.000000000
A760229,2017-10-15 11:00:00,10/15/2017 11:00,5207 Woodland Oaks in Austin (TX),Stray,Sick,Intact Male,10 years,,2017-10-15 07:42:00,10/15/2017 7:42,10/15/2007,Euthanasia,Suffering,Cat,Intact Male,10 years,Domestic Shorthair Mix,Black,-1 days +20:42:00.000000000
A760256,2017-10-15 12:59:00,10/15/2017 12:59,Red River And 46Th in Austin (TX),Stray,Normal,Spayed Female,13 years,Penny Lane,2017-10-15 07:48:00,10/15/2017 7:48,10/15/2004,Return to Owner,,Dog,Spayed Female,13 years,Brittany Mix,White/Chocolate,-1 days +18:49:00.000000000
A760570,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Orange Tabby,-1 days +11:13:00.000000000
A760571,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby,-1 days +11:13:00.000000000
A760572,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black/White,-1 days +11:13:00.000000000
A760573,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Black,-1 days +11:13:00.000000000
A760574,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Siamese Mix,Flame Point,-1 days +11:13:00.000000000
A760575,2017-10-20 12:47:00,10/20/2017 12:47,Cameron Road in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-20 00:00:00,10/20/2017 0:00,9/28/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,-1 days +11:13:00.000000000
A760623,2017-10-21 11:55:00,10/21/2017 11:55,Tawny Circle in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2017-10-21 00:00:00,10/21/2017 0:00,9/29/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Calico,-1 days +12:05:00.000000000
A760814,2017-10-24 13:34:00,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Unknown,1 year,,2017-10-24 07:44:00,10/24/2017 7:44,10/24/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +18:10:00.000000000
A760815,2017-10-24 13:34:00,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Unknown,1 year,,2017-10-24 07:46:00,10/24/2017 7:46,10/24/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +18:12:00.000000000
A760816,2017-10-24 13:34:00,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Unknown,1 year,,2017-10-24 07:47:00,10/24/2017 7:47,10/24/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +18:13:00.000000000
A760817,2017-10-24 13:34:00,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Unknown,1 year,,2017-10-24 07:48:00,10/24/2017 7:48,10/24/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +18:14:00.000000000
A761023,2018-08-21 10:23:00,8/21/2018 10:23,East 2Nd Street And Brazos in Austin (TX),Public Assist,Normal,Spayed Female,2 years,Hazel,2018-08-21 09:53:00,8/21/2018 9:53,10/27/2015,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Gray,-1 days +23:30:00.000000000
A761255,2017-12-08 13:50:00,12/8/2017 13:50,Austin (TX),Owner Surrender,Normal,Neutered Male,1 year,Beau,2017-12-08 00:00:00,12/8/2017 0:00,11/1/2016,Transfer,Partner,Dog,Neutered Male,1 year,Staffordshire Mix,Black/White,-1 days +10:10:00.000000000
A761523,2017-11-06 12:10:00,11/6/2017 12:10,1701 Brazos St in Austin (TX),Stray,Normal,Unknown,1 year,,2017-11-06 00:00:00,11/6/2017 0:00,11/6/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +11:50:00.000000000
A761975,2020-02-07 11:06:00,2/7/2020 11:06,Englewood Drive And Philco in Austin (TX),Stray,Normal,Spayed Female,7 years,Molly,2020-02-07 11:02:00,2/7/2020 11:02,11/12/2012,Return to Owner,,Dog,Spayed Female,7 years,Staffordshire Mix,Blue Cream/White,-1 days +23:56:00.000000000
A762083,2017-11-14 13:07:00,11/14/2017 13:07,Manor (TX),Owner Surrender,Normal,Intact Male,4 weeks,,2017-11-14 11:22:00,11/14/2017 11:22,10/14/2017,Transfer,Partner,Dog,Intact Male,4 weeks,Pit Bull Mix,White/Black,-1 days +22:15:00.000000000
A762337,2017-11-18 14:38:00,11/18/2017 14:38,500 E 4Th St in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-11-18 00:00:00,11/18/2017 0:00,10/18/2017,Transfer,Partner,Dog,Intact Female,4 weeks,Boxer Mix,Black/White,-1 days +09:22:00.000000000
A762338,2017-11-18 14:38:00,11/18/2017 14:38,500 E 4Th St in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2017-11-18 00:00:00,11/18/2017 0:00,10/18/2017,Transfer,Partner,Dog,Intact Female,4 weeks,Boxer Mix,Brown Brindle,-1 days +09:22:00.000000000
A762633,2017-11-22 10:26:00,11/22/2017 10:26,311 W William Cannon in Austin (TX),Owner Surrender,Sick,Intact Male,3 years,Biggie,2017-11-22 00:00:00,11/22/2017 0:00,11/22/2014,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Blue,-1 days +13:34:00.000000000
A762939,2017-11-30 12:26:00,11/30/2017 12:26,1113 Fm 620 in Austin (TX),Stray,Normal,Intact Female,1 month,,2017-11-30 00:00:00,11/30/2017 0:00,9/30/2017,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Brown/White,-1 days +11:34:00.000000000
A763402,2017-12-09 13:51:00,12/9/2017 13:51,5502 Rain Creek Parkway in Austin (TX),Stray,Normal,Intact Female,1 month,,2017-12-09 00:00:00,12/9/2017 0:00,10/9/2017,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Black/Brown,-1 days +10:09:00.000000000
A763403,2017-12-09 13:57:00,12/9/2017 13:57,5502 Rain Creek Parkway in Austin (TX),Stray,Normal,Intact Female,1 month,,2017-12-09 00:00:00,12/9/2017 0:00,10/9/2017,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Black/Brown,-1 days +10:03:00.000000000
A763405,2017-12-09 14:01:00,12/9/2017 14:01,5502 Rain Creek Parkway in Austin (TX),Stray,Normal,Intact Female,1 month,,2017-12-09 00:00:00,12/9/2017 0:00,10/9/2017,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Black/Brown,-1 days +09:59:00.000000000
A763611,2017-12-12 10:48:00,12/12/2017 10:48,1500 Faro Drive in Austin (TX),Stray,Normal,Intact Female,1 month,,2017-12-12 00:00:00,12/12/2017 0:00,10/12/2017,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,White/Brown,-1 days +13:12:00.000000000
A763693,2017-12-14 10:59:00,12/14/2017 10:59,607 Turley Drive in Austin (TX),Stray,Normal,Intact Female,2 months,,2017-12-14 00:00:00,12/14/2017 0:00,9/29/2017,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Brown Brindle,-1 days +13:01:00.000000000
A763752,2017-12-15 14:11:00,12/15/2017 14:11,11711 Domain Dr in Austin (TX),Stray,Normal,Spayed Female,2 years,Tiger Lily,2017-12-15 10:56:00,12/15/2017 10:56,12/15/2015,Return to Owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/Black,-1 days +20:45:00.000000000
A764387,2017-12-29 10:56:00,12/29/2017 10:56,12138 North Lamar Boulevard in Austin (TX),Stray,Normal,Neutered Male,4 years,Charlie,2017-12-29 00:00:00,12/29/2017 0:00,12/29/2013,Return to Owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White,-1 days +13:04:00.000000000
A765364,2018-01-18 14:57:00,1/18/2018 14:57,1118 Collinwood West Drive in Austin (TX),Stray,Normal,Neutered Male,2 years,,2018-01-18 00:00:00,1/18/2018 0:00,1/18/2016,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White,-1 days +09:03:00.000000000
A766276,2018-02-05 17:07:00,2/5/2018 17:07,6300 Carson Ridge in Austin (TX),Stray,Normal,Intact Male,1 year,Ollie,2018-02-05 09:27:00,2/5/2018 9:27,2/5/2017,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Yellow,-1 days +16:20:00.000000000
A766411,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Female,3 weeks,Labrador Retriever Mix,Tan/White,-1 days +10:06:00.000000000
A766412,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Female,3 weeks,Labrador Retriever Mix,Tan/Black,-1 days +10:06:00.000000000
A766413,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Female,3 weeks,Labrador Retriever Mix,Tan/Black,-1 days +10:06:00.000000000
A766414,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Male,3 weeks,Labrador Retriever Mix,Tan/White,-1 days +10:06:00.000000000
A766415,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Male,3 weeks,Labrador Retriever Mix,Tan/White,-1 days +10:06:00.000000000
A766416,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Male,3 weeks,Labrador Retriever Mix,Tan/White,-1 days +10:06:00.000000000
A766417,2018-02-08 13:54:00,2/8/2018 13:54,7631 Us Highway 290 West in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-02-08 00:00:00,2/8/2018 0:00,1/18/2018,Transfer,Partner,Dog,Intact Male,3 weeks,Labrador Retriever Mix,Tan/White,-1 days +10:06:00.000000000
A766554,2018-02-11 15:58:00,2/11/2018 15:58,1305 Southport Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Roxy,2018-02-11 10:50:00,2/11/2018 10:50,2/11/2017,Return to Owner,,Dog,Intact Female,1 year,German Shepherd,Black/Brown,-1 days +18:52:00.000000000
A767265,2018-02-26 10:39:00,2/26/2018 10:39,Austin (TX),Public Assist,Normal,Intact Female,1 year,Aster,2018-02-26 00:00:00,2/26/2018 0:00,2/26/2017,Return to Owner,,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/White,-1 days +13:21:00.000000000
A767519,2018-03-02 16:01:00,3/2/2018 16:01,Bittern Hollow And W Braker Lane in Austin (TX),Stray,Normal,Intact Male,1 month,,2018-03-02 00:00:00,3/2/2018 0:00,1/2/2018,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Brown/White,-1 days +07:59:00.000000000
A767520,2018-03-02 16:01:00,3/2/2018 16:01,Bittern Hollow And W Braker Lane in Austin (TX),Stray,Normal,Intact Male,1 month,,2018-03-02 09:55:00,3/2/2018 9:55,1/2/2018,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Brown/White,-1 days +17:54:00.000000000
A767521,2018-03-02 16:01:00,3/2/2018 16:01,Bittern Hollow And W Braker Lane in Austin (TX),Stray,Normal,Intact Male,1 month,,2018-03-02 00:00:00,3/2/2018 0:00,1/2/2018,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Brown/White,-1 days +07:59:00.000000000
A767702,2018-03-05 15:42:00,3/5/2018 15:42,4103 W. Slaughter in Austin (TX),Wildlife,Normal,Unknown,3 years,,2018-03-05 00:00:00,3/5/2018 0:00,3/5/2015,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,-1 days +08:18:00.000000000
A767793,2018-03-06 16:34:00,3/6/2018 16:34,5639 Airport Boulevard in Austin (TX),Stray,Normal,Unknown,2 weeks,,2018-03-06 00:00:00,3/6/2018 0:00,2/19/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,-1 days +07:26:00.000000000
A767942,2018-03-09 18:18:00,3/9/2018 18:18,4415 Blue Meadow Dr in Austin (TX),Stray,Injured,Unknown,3 months,,2018-03-09 17:14:00,3/9/2018 17:14,11/9/2017,Euthanasia,At Vet,Cat,Unknown,3 months,Domestic Shorthair Mix,Orange Tabby,-1 days +22:56:00.000000000
A768615,2018-03-22 15:38:00,3/22/2018 15:38,2208 Dovehill Drive in Austin (TX),Stray,Normal,Unknown,2 years,Chewbaca,2018-03-22 00:00:00,3/22/2018 0:00,3/22/2016,Return to Owner,,Dog,Unknown,2 years,Shih Tzu Mix,White,-1 days +08:22:00.000000000
